ta1	ta2	ta3	ta4	ta5	ta6	ta7
Lautropia dentalis	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Burkholderiales	f_Burkholderiaceae	g_Lautropia	s_Lautropia dentalis
Lautropia mirabilis	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Burkholderiales	f_Burkholderiaceae	g_Lautropia	s_Lautropia mirabilis
Lautropia sp.	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Burkholderiales	f_Burkholderiaceae	g_Lautropia	s_Lautropia sp.
Unclassified Lautropia	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Burkholderiales	f_Burkholderiaceae	g_Lautropia	s_Unclassified Lautropia
Unclassified Burkholderiaceae	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Burkholderiales	f_Burkholderiaceae	g_Unclassified Burkholderiaceae	s_Unclassified Burkholderiaceae
Ottowia sp.	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Burkholderiales	f_Comamonadaceae	g_Ottowia	s_Ottowia sp.
Unclassified Ottowia	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Burkholderiales	f_Comamonadaceae	g_Ottowia	s_Unclassified Ottowia
Unclassified Comamonadaceae	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Burkholderiales	f_Comamonadaceae	g_Unclassified Comamonadaceae	s_Unclassified Comamonadaceae
Unclassified Massilia	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Burkholderiales	f_Oxalobacteraceae	g_Massilia	s_Unclassified Massilia
Unclassified Burkholderiales	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Burkholderiales	f_Unclassified Burkholderiales	g_Unclassified Burkholderiales	s_Unclassified Burkholderiales
Unclassified Alysiella	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Alysiella	s_Unclassified Alysiella
Unclassified Conchiformibius	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Conchiformibius	s_Unclassified Conchiformibius
Eikenella corrodens	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Eikenella	s_Eikenella corrodens
Eikenella halliae	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Eikenella	s_Eikenella halliae
Eikenella sp.	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Eikenella	s_Eikenella sp.
Unclassified Eikenella	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Eikenella	s_Unclassified Eikenella
Kingella bonacorsii	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Kingella	s_Kingella bonacorsii
Kingella denitrificans	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Kingella	s_Kingella denitrificans
Kingella kingae	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Kingella	s_Kingella kingae
Kingella negevensis	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Kingella	s_Kingella negevensis
Kingella oralis	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Kingella	s_Kingella oralis
Kingella potus	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Kingella	s_Kingella potus
Kingella sp.	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Kingella	s_Kingella sp.
Unclassified Kingella	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Kingella	s_Unclassified Kingella
Morococcus cerebrosus	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Morococcus	s_Morococcus cerebrosus
Neisseria bacilliformis	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria bacilliformis
Neisseria bergeri	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria bergeri
Neisseria cinerea	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria cinerea
Neisseria elongata	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria elongata
Neisseria flavescens	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria flavescens
Neisseria gonorrhoeae	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria gonorrhoeae
Neisseria lactamica	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria lactamica
Neisseria macacae	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria macacae
Neisseria meningitidis	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria meningitidis
Neisseria mucosa	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria mucosa
Neisseria oralis	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria oralis
Neisseria perflava	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria perflava
Neisseria polysaccharea	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria polysaccharea
Neisseria sicca	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria sicca
Neisseria sp.	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria sp.
Neisseria subflava	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria subflava
Neisseria weaveri	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Neisseria weaveri
Unclassified Neisseria	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Neisseria	s_Unclassified Neisseria
Simonsiella muelleri	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Simonsiella	s_Simonsiella muelleri
Unclassified Simonsiella	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Simonsiella	s_Unclassified Simonsiella
Unclassified Snodgrassella	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Snodgrassella	s_Unclassified Snodgrassella
Unclassified Neisseriaceae	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Neisseriaceae	g_Unclassified Neisseriaceae	s_Unclassified Neisseriaceae
Unclassified Neisseriales	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Neisseriales	f_Unclassified Neisseriales	g_Unclassified Neisseriales	s_Unclassified Neisseriales
Unclassified Betaproteobacteria	k_Bacteria	p_Proteobacteria	c_Betaproteobacteria	o_Unclassified Betaproteobacteria	f_Unclassified Betaproteobacteria	g_Unclassified Betaproteobacteria	s_Unclassified Betaproteobacteria
Campylobacter concisus	k_Bacteria	p_Proteobacteria	c_Epsilonproteobacteria	o_Campylobacterales	f_Campylobacteraceae	g_Campylobacter	s_Campylobacter concisus
Campylobacter curvus	k_Bacteria	p_Proteobacteria	c_Epsilonproteobacteria	o_Campylobacterales	f_Campylobacteraceae	g_Campylobacter	s_Campylobacter curvus
Campylobacter gracilis	k_Bacteria	p_Proteobacteria	c_Epsilonproteobacteria	o_Campylobacterales	f_Campylobacteraceae	g_Campylobacter	s_Campylobacter gracilis
Campylobacter massiliensis	k_Bacteria	p_Proteobacteria	c_Epsilonproteobacteria	o_Campylobacterales	f_Campylobacteraceae	g_Campylobacter	s_Campylobacter massiliensis
Campylobacter rectus	k_Bacteria	p_Proteobacteria	c_Epsilonproteobacteria	o_Campylobacterales	f_Campylobacteraceae	g_Campylobacter	s_Campylobacter rectus
Campylobacter showae	k_Bacteria	p_Proteobacteria	c_Epsilonproteobacteria	o_Campylobacterales	f_Campylobacteraceae	g_Campylobacter	s_Campylobacter showae
Campylobacter sp.	k_Bacteria	p_Proteobacteria	c_Epsilonproteobacteria	o_Campylobacterales	f_Campylobacteraceae	g_Campylobacter	s_Campylobacter sp.
Unclassified Campylobacter	k_Bacteria	p_Proteobacteria	c_Epsilonproteobacteria	o_Campylobacterales	f_Campylobacteraceae	g_Campylobacter	s_Unclassified Campylobacter
Unclassified Campylobacteraceae	k_Bacteria	p_Proteobacteria	c_Epsilonproteobacteria	o_Campylobacterales	f_Campylobacteraceae	g_Unclassified Campylobacteraceae	s_Unclassified Campylobacteraceae
Helicobacter pametensis	k_Bacteria	p_Proteobacteria	c_Epsilonproteobacteria	o_Campylobacterales	f_Helicobacteraceae	g_Helicobacter	s_Helicobacter pametensis
Unclassified Helicobacter	k_Bacteria	p_Proteobacteria	c_Epsilonproteobacteria	o_Campylobacterales	f_Helicobacteraceae	g_Helicobacter	s_Unclassified Helicobacter
Unclassified Campylobacterales	k_Bacteria	p_Proteobacteria	c_Epsilonproteobacteria	o_Campylobacterales	f_Unclassified Campylobacterales	g_Unclassified Campylobacterales	s_Unclassified Campylobacterales
Unclassified Epsilonproteobacteria	k_Bacteria	p_Proteobacteria	c_Epsilonproteobacteria	o_Unclassified Epsilonproteobacteria	f_Unclassified Epsilonproteobacteria	g_Unclassified Epsilonproteobacteria	s_Unclassified Epsilonproteobacteria
Cardiobacterium hominis	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Cardiobacteriales	f_Cardiobacteriaceae	g_Cardiobacterium	s_Cardiobacterium hominis
Cardiobacterium sp.	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Cardiobacteriales	f_Cardiobacteriaceae	g_Cardiobacterium	s_Cardiobacterium sp.
Cardiobacterium valvarum	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Cardiobacteriales	f_Cardiobacteriaceae	g_Cardiobacterium	s_Cardiobacterium valvarum
Unclassified Cardiobacterium	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Cardiobacteriales	f_Cardiobacteriaceae	g_Cardiobacterium	s_Unclassified Cardiobacterium
Suttonella indologenes	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Cardiobacteriales	f_Cardiobacteriaceae	g_Suttonella	s_Suttonella indologenes
Unclassified Suttonella	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Cardiobacteriales	f_Cardiobacteriaceae	g_Suttonella	s_Unclassified Suttonella
Unclassified Cardiobacteriaceae	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Cardiobacteriales	f_Cardiobacteriaceae	g_Unclassified Cardiobacteriaceae	s_Unclassified Cardiobacteriaceae
Unclassified Cardiobacteriales	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Cardiobacteriales	f_Unclassified Cardiobacteriales	g_Unclassified Cardiobacteriales	s_Unclassified Cardiobacteriales
Escherichia coli	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	f_Enterobacteriaceae	g_Escherichia	s_Escherichia coli
Unclassified Escherichia	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	f_Enterobacteriaceae	g_Escherichia	s_Unclassified Escherichia
Klebsiella aerogenes	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	f_Enterobacteriaceae	g_Klebsiella	s_Klebsiella aerogenes
Klebsiella pneumoniae	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	f_Enterobacteriaceae	g_Klebsiella	s_Klebsiella pneumoniae
Unclassified Klebsiella	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	f_Enterobacteriaceae	g_Klebsiella	s_Unclassified Klebsiella
Salmonella enterica	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	f_Enterobacteriaceae	g_Salmonella enterica (no genus in NCBI)	s_Salmonella enterica
Unclassified Enterobacteriaceae	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	f_Enterobacteriaceae	g_Unclassified Enterobacteriaceae	s_Unclassified Enterobacteriaceae
Pantoea ananatis	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	f_Erwiniaceae	g_Pantoea	s_Pantoea ananatis
Unclassified Enterobacterales	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	f_Unclassified Enterobacterales	g_Unclassified Enterobacterales	s_Unclassified Enterobacterales
Unclassified Serratia	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	f_Yersiniaceae	g_Serratia	s_Unclassified Serratia
Acinetobacter baumannii	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Moraxellales	f_Moraxellaceae	g_Acinetobacter	s_Acinetobacter baumannii
Unclassified Acinetobacter	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Moraxellales	f_Moraxellaceae	g_Acinetobacter	s_Unclassified Acinetobacter
Moraxella catarrhalis	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Moraxellales	f_Moraxellaceae	g_Moraxella	s_Moraxella catarrhalis
Moraxella oblonga	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Moraxellales	f_Moraxellaceae	g_Moraxella	s_Moraxella oblonga
Moraxella osloensis	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Moraxellales	f_Moraxellaceae	g_Moraxella	s_Moraxella osloensis
Moraxella sp.	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Moraxellales	f_Moraxellaceae	g_Moraxella	s_Moraxella sp.
Unclassified Moraxella	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Moraxellales	f_Moraxellaceae	g_Moraxella	s_Unclassified Moraxella
Unclassified Moraxellaceae	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Moraxellales	f_Moraxellaceae	g_Unclassified Moraxellaceae	s_Unclassified Moraxellaceae
Unclassified Moraxellales	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Moraxellales	f_Unclassified Moraxellales	g_Unclassified Moraxellales	s_Unclassified Moraxellales
Unclassified Oceanospirillales	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Oceanospirillales	f_Unclassified Oceanospirillales	g_Unclassified Oceanospirillales	s_Unclassified Oceanospirillales
Gilliamella apicola	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Orbales	f_Orbaceae	g_Gilliamella	s_Gilliamella apicola
Unclassified Gilliamella	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Orbales	f_Orbaceae	g_Gilliamella	s_Unclassified Gilliamella
Unclassified Orbales	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Orbales	f_Unclassified Orbales	g_Unclassified Orbales	s_Unclassified Orbales
Unclassified Actinobacillus	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Actinobacillus	s_Unclassified Actinobacillus
Aggregatibacter actinomycetemcomitans	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Aggregatibacter	s_Aggregatibacter actinomycetemcomitans
Aggregatibacter aphrophilus	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Aggregatibacter	s_Aggregatibacter aphrophilus
Aggregatibacter kilianii	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Aggregatibacter	s_Aggregatibacter kilianii
Aggregatibacter segnis	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Aggregatibacter	s_Aggregatibacter segnis
Aggregatibacter sp.	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Aggregatibacter	s_Aggregatibacter sp.
Unclassified Aggregatibacter	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Aggregatibacter	s_Unclassified Aggregatibacter
Unclassified Avibacterium	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Avibacterium	s_Unclassified Avibacterium
Unclassified Conservatibacter	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Conservatibacter	s_Unclassified Conservatibacter
Glaesserella parasuis	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Glaesserella	s_Glaesserella parasuis
Unclassified Glaesserella	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Glaesserella	s_Unclassified Glaesserella
Haemophilus haemolyticus	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Haemophilus	s_Haemophilus haemolyticus
Haemophilus influenzae	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Haemophilus	s_Haemophilus influenzae
Haemophilus parahaemolyticus	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Haemophilus	s_Haemophilus parahaemolyticus
Haemophilus parainfluenzae	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Haemophilus	s_Haemophilus parainfluenzae
Haemophilus paraphrohaemolyticus	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Haemophilus	s_Haemophilus paraphrohaemolyticus
Haemophilus pittmaniae	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Haemophilus	s_Haemophilus pittmaniae
Haemophilus sp.	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Haemophilus	s_Haemophilus sp.
Haemophilus sputorum	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Haemophilus	s_Haemophilus sputorum
Unclassified Haemophilus	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Haemophilus	s_Unclassified Haemophilus
Unclassified Histophilus	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Histophilus	s_Unclassified Histophilus
Mannheimia varigena	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Mannheimia	s_Mannheimia varigena
Unclassified Mannheimia	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Mannheimia	s_Unclassified Mannheimia
Pasteurella multocida	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Pasteurella	s_Pasteurella multocida
Unclassified Pasteurella	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Pasteurella	s_Unclassified Pasteurella
Rodentibacter heylii	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Rodentibacter	s_Rodentibacter heylii
Rodentibacter ratti	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Rodentibacter	s_Rodentibacter ratti
Rodentibacter sp.	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Rodentibacter	s_Rodentibacter sp.
Rodentibacter trehalosifermentans	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Rodentibacter	s_Rodentibacter trehalosifermentans
Unclassified Rodentibacter	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Rodentibacter	s_Unclassified Rodentibacter
Unclassified Pasteurellaceae	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	g_Unclassified Pasteurellaceae	s_Unclassified Pasteurellaceae
Unclassified Pasteurellales	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Unclassified Pasteurellales	g_Unclassified Pasteurellales	s_Unclassified Pasteurellales
Pseudomonas aeruginosa	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	f_Pseudomonadaceae	g_Pseudomonas	s_Pseudomonas aeruginosa
Pseudomonas mosselii	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	f_Pseudomonadaceae	g_Pseudomonas	s_Pseudomonas mosselii
Pseudomonas sp.	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	f_Pseudomonadaceae	g_Pseudomonas	s_Pseudomonas sp.
Pseudomonas stutzeri	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	f_Pseudomonadaceae	g_Pseudomonas	s_Pseudomonas stutzeri
Unclassified Pseudomonas	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	f_Pseudomonadaceae	g_Pseudomonas	s_Unclassified Pseudomonas
Unclassified Pseudomonadaceae	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	f_Pseudomonadaceae	g_Unclassified Pseudomonadaceae	s_Unclassified Pseudomonadaceae
Unclassified Pseudomonadales	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	f_Unclassified Pseudomonadales	g_Unclassified Pseudomonadales	s_Unclassified Pseudomonadales
Francisella tularensis	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Thiotrichales	f_Francisellaceae	g_Francisella	s_Francisella tularensis
Unclassified Gammaproteobacteria	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Unclassified Gammaproteobacteria	f_Unclassified Gammaproteobacteria	g_Unclassified Gammaproteobacteria	s_Unclassified Gammaproteobacteria
Unclassified Vibrionaceae	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Vibrionales	f_Vibrionaceae	g_Unclassified Vibrionaceae	s_Unclassified Vibrionaceae
Unclassified Vibrio	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Vibrionales	f_Vibrionaceae	g_Vibrio	s_Unclassified Vibrio
Stenotrophomonas maltophilia	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Xanthomonadales	f_Xanthomonadaceae	g_Stenotrophomonas	s_Stenotrophomonas maltophilia
Unclassified Stenotrophomonas	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Xanthomonadales	f_Xanthomonadaceae	g_Stenotrophomonas	s_Unclassified Stenotrophomonas
Unclassified Xanthomonadaceae	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Xanthomonadales	f_Xanthomonadaceae	g_Unclassified Xanthomonadaceae	s_Unclassified Xanthomonadaceae
Unclassified Proteobacteria	k_Bacteria	p_Proteobacteria	c_Unclassified Proteobacteria	o_Unclassified Proteobacteria	f_Unclassified Proteobacteria	g_Unclassified Proteobacteria	s_Unclassified Proteobacteria
Unclassified Treponema	k_Bacteria	p_Spirochaetes	c_Spirochaetia	o_Spirochaetales	f_Treponemataceae	g_Treponema	s_Unclassified Treponema
Unclassified Spirochaetales	k_Bacteria	p_Spirochaetes	c_Spirochaetia	o_Spirochaetales	f_Unclassified Spirochaetales	g_Unclassified Spirochaetales	s_Unclassified Spirochaetales
Unclassified Spirochaetia	k_Bacteria	p_Spirochaetes	c_Spirochaetia	o_Unclassified Spirochaetia	f_Unclassified Spirochaetia	g_Unclassified Spirochaetia	s_Unclassified Spirochaetia
Unclassified Spirochaetes	k_Bacteria	p_Spirochaetes	c_Unclassified Spirochaetes	o_Unclassified Spirochaetes	f_Unclassified Spirochaetes	g_Unclassified Spirochaetes	s_Unclassified Spirochaetes
Unclassified Mycoplasmatales	k_Bacteria	p_Tenericutes	c_Mollicutes	o_Mycoplasmatales	f_Unclassified Mycoplasmatales	g_Unclassified Mycoplasmatales	s_Unclassified Mycoplasmatales
Unclassified Thermotogae	k_Bacteria	p_Thermotogae	c_Thermotogae	o_Unclassified Thermotogae	f_Unclassified Thermotogae	g_Unclassified Thermotogae	s_Unclassified Thermotogae
Unclassified Bacteria	k_Bacteria	p_Unclassified Bacteria	c_Unclassified Bacteria	o_Unclassified Bacteria	f_Unclassified Bacteria	g_Unclassified Bacteria	s_Unclassified Bacteria
Unclassified Verrucomicrobia	k_Bacteria	p_Verrucomicrobia	c_Unclassified Verrucomicrobia	o_Unclassified Verrucomicrobia	f_Unclassified Verrucomicrobia	g_Unclassified Verrucomicrobia	s_Unclassified Verrucomicrobia
[Streptomyces] sp.	k_Bacteria	p_[Streptomyces] sp. (no phylum in NCBI)	c_[Streptomyces] sp. (no class in NCBI)	o_[Streptomyces] sp. (no order in NCBI)	f_[Streptomyces] sp. (no family in NCBI)	g_[Streptomyces] sp. (no genus in NCBI)	s_[Streptomyces] sp.
